USUARIAS,SEGMENTO,CIUDAD,DEPARTAMENTO,PAIS,DISTRITO,ETAPA_BEBE
9,Plata,FLORENCIA,CAQUETA,COLOMBIA,LLANOS,recien nacido
2,Bronce,CARTAGO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Plata,VILLANUEVA,CASANARE,COLOMBIA,LLANOS,embarazada
1,Bronce,GUAPI,CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,MOMPOS,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
2,Bronce,CUBARRAL,META,COLOMBIA,LLANOS,acostadito
4,Bronce,APARTADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
2,Bronce,CONTADERO,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,SANTO DOMINGO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,ACEVEDO,HUILA,COLOMBIA,CENTRO,acostadito
1,Plata,PAEZ,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
2,Bronce,PALESTINA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
1,Bronce,LA ARGENTINA,HUILA,COLOMBIA,CENTRO,explorador
2,Bronce,CUMBAL,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Plata,HUILA,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,VALPARAISO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,BARRANCABERMEJA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Oro,MALLAMA,NARI?O,COLOMBIA,PACIFICO,explorador
5,Plata,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,ROVIRA,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Oro,PALESTINA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Bronce,CIENAGA DE ORO,CORDOBA,COLOMBIA,ATLANTICO,aventurero
1,Oro,SATIVANORTE,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
5,Oro,PAIPA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,ANZA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,TAME,ARAUCA,COLOMBIA,LLANOS,aventurero
3,Oro,HUILA,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,PE?OL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
4,Oro,EL CERRITO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,TINJACA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,SAN RAFAEL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,ANGOSTURA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,SOATA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Oro,BUGALAGRANDE,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
3,Oro,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,TAMESIS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,PUERTO RICO,CAQUETA,COLOMBIA,LLANOS,acostadito
1,Plata,ANZOATEGUI,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,SAN VICENTE DEL CAGUAN,CAQUETA,COLOMBIA,LLANOS,explorador
1,Plata,MEDINA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SAMANA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Oro,OLAYA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,TIMANA,HUILA,COLOMBIA,CENTRO,aventurero
1,Plata,SAN VICENTE FERRER,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,GACHANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SIBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,EL PASO,CESAR,COLOMBIA,ATLANTICO,acostadito
2,Oro,LA UNION,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
3,Plata,CHIGORODO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,EL CASTILLO,META,COLOMBIA,LLANOS,acostadito
2,Plata,SAN SEBASTIAN DE MARIQUITA,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Plata,BUCARASICA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Bronce,MOMPOS,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
1,Bronce,MAJAGUAL,SUCRE,COLOMBIA,ATLANTICO,embarazada
2,Plata,CHACHAGUI,NARI?O,COLOMBIA,PACIFICO,acostadito
3,Plata,BARBOSA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,SAN ANDRES,SAN ANDRES ISLAS,COLOMBIA,ATLANTICO,explorador
1,Oro,ANAPOIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,PLATO,MAGDALENA,COLOMBIA,ATLANTICO,explorador
2,Bronce,SANTA ROSALIA,VICHADA,COLOMBIA,OTRO,acostadito
1,Plata,VISTAHERMOSA,META,COLOMBIA,LLANOS,acostadito
1,Bronce,ELIAS,HUILA,COLOMBIA,CENTRO,recien nacido
1,Bronce,ABRIAQUI-ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,ELIAS,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
2,Bronce,CAUCA,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,SANTO TOMAS,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,TOLU VIEJO,SUCRE,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,SANTA HELENA DEL OPON,SANTANDER,COLOMBIA,SANTANDERES,aventurero
2,Bronce,VILLANUEVA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,CHOCONTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Oro,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
3,Oro,GINEBRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
3,Bronce,LA UNION-ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,OVEJAS,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Bronce,AMAGA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Oro,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Oro,PENSILVANIA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,TOGUI,BOYACA,COLOMBIA,CUNDI-BOY,embarazada
1,Oro,VENADILLO,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Bronce,EL BANCO,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Oro,VICTORIA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
2,Oro,SAN LUIS DE PALENQUE,CASANARE,COLOMBIA,LLANOS,explorador
1,Oro,NEIRA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
2,Bronce,NARI?O,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,SAMACA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
3,Plata,SAHAGUN,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Oro,PAUNA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,USME,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,TORO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Plata,EL DOVIO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Plata,BARICHARA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,COVE?AS,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Plata,SANTA ROSA DE OSOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,GUADUAS,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,ROSAS,CAUCA,COLOMBIA,PACIFICO,explorador
1,Bronce,MISTRATO,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Plata,TURBANA,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,CISNEROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Oro,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
1,Plata,ARACATACA,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Plata,TAURAMENA,CASANARE,COLOMBIA,LLANOS,acostadito
1,Plata,CIMITARRA,SANTANDER,COLOMBIA,SANTANDERES,embarazada
3,Plata,TIMBIO,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,SOPO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,PIEDRAS,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Plata,POPAYAN,CAUCA,COLOMBIA,PACIFICO,embarazada
1,Oro,FLORENCIA,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,EL TABLON DE GOMEZ,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,PATIA,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,EL RETEN,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Bronce,PUEBLO RICO,RISARALDA,COLOMBIA,EJE CAFETERO,recien nacido
1,Plata,LA LLANADA,NARI?O,COLOMBIA,PACIFICO,recien nacido
2,Bronce,GARAGOA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
2,Bronce,ALBANIA,LA GUAJIRA,COLOMBIA,ATLANTICO,aventurero
2,Bronce,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,recien nacido
3,Bronce,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Bronce,PACHO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,FONSECA,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
3,Oro,RETIRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,SAN JUANITO,META,COLOMBIA,LLANOS,explorador
1,Bronce,MUTATA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,DONMATIAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Bronce,VILLAMARIA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,CURITI,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Oro,CHINU-CORDOBA,CORDOBA,COLOMBIA,ATLANTICO,aventurero
1,Bronce,BELEN DE UMBRIA,RISARALDA,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,PASCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,LA MESA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,ISNOS,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,SAN BERNARDO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,PITAL,HUILA,COLOMBIA,CENTRO,explorador
1,Oro,PUERTO NARE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,GUACARI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
2,Oro,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Plata,ROLDANILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Plata,VENECIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,GUACHETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,SAN PEDRO,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,SABANAGRANDE,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
1,Oro,RESTREPO,META,COLOMBIA,LLANOS,acostadito
2,Bronce,TARQUI,HUILA,COLOMBIA,CENTRO,recien nacido
1,Oro,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
1,Oro,MONTENEGRO,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
2,Oro,SAN MARTIN,CESAR,COLOMBIA,ATLANTICO,explorador
1,Bronce,NUQUI,CHOCO,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,TRUJILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,EL CARMEN DE BOLIVAR,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
1,Oro,CHOCONTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Bronce,MOMPOS,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
2,Bronce,SAN JOAQUIN,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Bronce,CHOACHI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,NUNCHIA,CASANARE,COLOMBIA,LLANOS,acostadito
1,Plata,SANTA BARBARA DE PINTO,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Bronce,VENADILLO,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Plata,CONSACA,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Bronce,BRICE?O,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
3,Bronce,LORICA,CORDOBA,COLOMBIA,ATLANTICO,embarazada
1,Bronce,LA SIERRA,CAUCA,COLOMBIA,PACIFICO,aventurero
2,Bronce,EL TAMBO,CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Bronce,LIBANO,TOLIMA,COLOMBIA,CENTRO,recien nacido
2,Bronce,HATONUEVO,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,JENESANO,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,CHINCHINA,CALDAS,COLOMBIA,EJE CAFETERO,embarazada
1,Bronce,SASAIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,TIERRALTA,CORDOBA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,DISTRACCION,LA GUAJIRA,COLOMBIA,ATLANTICO,explorador
2,Bronce,ANDES,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Bronce,CALDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Oro,PUERTO COLOMBIA,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Oro,BARBOSA-SANTANDER,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Oro,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,36 o mayor
1,Oro,JARDIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,DABEIBA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,GUAMAL,META,COLOMBIA,LLANOS,aventurero
1,Plata,GACHETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,SARDINATA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,CAICEDONIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,ZARZAL,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Oro,SANDONA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,MONTERREY,CASANARE,COLOMBIA,LLANOS,explorador
1,Plata,ZAPATOCA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,SANTA ROSA DE VITERBO,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,CHITAGA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
2,Plata,AGUSTIN CODAZZI,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,ATACO,TOLIMA,COLOMBIA,CENTRO,recien nacido
1,Bronce,SAN JUAN DE RIOSECO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,DONMATIAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,BOLIVAR,CAUCA,COLOMBIA,PACIFICO,aventurero
1,Plata,GACHANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,FRONTINO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,LIBANO,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Bronce,TIBASOSA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,BECERRIL,CESAR,COLOMBIA,ATLANTICO,aventurero
2,Plata,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,PUERTO SALGAR,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Bronce,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,BARAYA,HUILA,COLOMBIA,CENTRO,aventurero
1,Plata,FRESNO,TOLIMA,COLOMBIA,CENTRO,explorador
2,Plata,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,ZETAQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,PITALITO,HUILA,COLOMBIA,CENTRO,embarazada
1,Bronce,ARBELAEZ,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
1,Bronce,ARGELIA,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,CUITIVA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,SANTA MARIA,HUILA,COLOMBIA,CENTRO,explorador
1,Bronce,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA,PACIFICO,embarazada
1,Bronce,GUACHUCAL,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Bronce,GUAMAL,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,LA TEBAIDA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,LA MESA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,COROZAL,SUCRE,COLOMBIA,ATLANTICO,explorador
2,Bronce,SANTANDER,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Oro,BUGA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Oro,PALMAR DE VARELA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Bronce,CHOCONTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,HISPANIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,SAN PEDRO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,CURUMANI,CESAR,COLOMBIA,ATLANTICO,explorador
1,Bronce,ARMERO,TOLIMA,COLOMBIA,CENTRO,explorador
1,Bronce,GUATAQUI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,MONTENEGRO,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
1,Bronce,CUMBAL,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Plata,PURACE,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Plata,LERIDA,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Bronce,CHOACHI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Bronce,BELEN DE LOS ANDAQUIES,CAQUETA,COLOMBIA,LLANOS,explorador
1,Oro,PAIPA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SAN VICENTE DE CHUCURI,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,LA UNION-ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
910,Oro,MEDELLIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
223,Bronce,MEDELLIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
114,Oro,NEIVA,HUILA,COLOMBIA,CENTRO,aventurero
26,Oro,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
177,Bronce,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
3,Oro,RIOSUCIO,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
93,Plata,SOACHA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
24,Oro,CALDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
15,Plata,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,aventurero
39,Oro,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
163,Oro,SOACHA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
383,Bronce,MEDELLIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
15,Plata,DUITAMA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
169,Bronce,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
9,Oro,MALAMBO,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
25,Bronce,SOGAMOSO,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
3,Oro,SIBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
54,Oro,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,explorador
71,Oro,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
22,Oro,MALAMBO,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
100,Oro,BUCARAMANGA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Plata,SAN MARTIN,CESAR,COLOMBIA,ATLANTICO,explorador
15,Plata,TUNJA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
11,Oro,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
3,Oro,ARAUCA,ARAUCA,COLOMBIA,LLANOS,aventurero
7,Plata,APARTADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
3,Bronce,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,embarazada
5,Plata,LA ESTRELLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
26,Bronce,DUITAMA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
24,Plata,SOGAMOSO,BOYACA,COLOMBIA,CUNDI-BOY,explorador
6,Bronce,TURBACO,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
19,Bronce,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
6,Bronce,PAIPA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,SAN AGUSTIN,HUILA,COLOMBIA,CENTRO,aventurero
15,Oro,BOSA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
5,Plata,CHIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
2,Oro,ANGOSTURA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
79,Oro,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
1,Oro,VILLETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
3,Plata,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
19,Bronce,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,aventurero
1,Plata,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Bronce,QUIMBAYA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
12,Bronce,ENVIGADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
13,Bronce,LA ESTRELLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
38,Oro,MADRID,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
4,Oro,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
6,Oro,TIBASOSA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
13,Plata,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
39,Bronce,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,explorador
35,Plata,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
32,Bronce,PIEDECUESTA,SANTANDER,COLOMBIA,SANTANDERES,explorador
4,Plata,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
68,Oro,IPIALES,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,CURILLO,CAQUETA,COLOMBIA,LLANOS,aventurero
10,Oro,ZIPAQUIRA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Oro,SAN JOSE DEL GUAVIARE,GUAVIARE,COLOMBIA,ATLANTICO,explorador
5,Oro,NARI?O,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,PRADO,TOLIMA,COLOMBIA,CENTRO,explorador
12,Plata,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,acostadito
18,Oro,GRANADA,META,COLOMBIA,LLANOS,explorador
2,Plata,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,explorador
15,Bronce,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,recien nacido
9,Oro,PITALITO,HUILA,COLOMBIA,CENTRO,acostadito
6,Bronce,AGUAZUL,CASANARE,COLOMBIA,LLANOS,explorador
1,Bronce,BUENAVISTA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,RAQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
37,Bronce,IPIALES,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,BARRANCAS,LA GUAJIRA,COLOMBIA,ATLANTICO,explorador
68,Plata,CALI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,HONDA,TOLIMA,COLOMBIA,CENTRO,explorador
11,Bronce,RIONEGRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
31,Bronce,SOGAMOSO,BOYACA,COLOMBIA,CUNDI-BOY,explorador
5,Oro,SANTA ROSA DE OSOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
10,Oro,MADRID,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
35,Plata,VILLAVICENCIO,META,COLOMBIA,LLANOS,acostadito
7,Plata,GARZON,HUILA,COLOMBIA,CENTRO,explorador
23,Plata,PITALITO,HUILA,COLOMBIA,CENTRO,explorador
4,Plata,FUNZA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,VITERBO,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
16,Oro,FLORIDABLANCA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
1,Bronce,DONMATIAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
12,Plata,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
1,Oro,SARAVENA,ARAUCA,COLOMBIA,LLANOS,explorador
13,Bronce,BARRANCABERMEJA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,ANOLAIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
5,Plata,YOPAL,CASANARE,COLOMBIA,LLANOS,acostadito
