ID,CIUDAD,DEPARTAMENTO,PAIS,FECHA_PRIMER_CONTACTO,DISTRITO,ETAPA_BEBE,HIJOS
3343699,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-15,CUNDI-BOY,explorador,1
3261128,MOSQUERA,CUNDINAMARCA,COLOMBIA,2018-10-27,CUNDI-BOY,explorador,1
3442089,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-11-16,ANTIOQUIA,N/A,0
3403212,AGUADA DE PABLO,ATLANTICO,COLOMBIA,2018-05-04,ATLANTICO,explorador,1
3434692,PASTO,NARI?O,COLOMBIA,2018-12-27,PACIFICO,explorador,1
3323519,MALAMBO,ATLANTICO,COLOMBIA,2019-04-22,ATLANTICO,acostadito,1
3349295,BUGA,VALLE DEL CAUCA,COLOMBIA,2018-07-27,PACIFICO,explorador,1
3458997,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-01,CUNDI-BOY,36 o mayor,1
3345432,ARMENIA,QUINDIO,COLOMBIA,2018-03-04,EJE CAFETERO,aventurero,1
3440001,VALLEDUPAR,CESAR,COLOMBIA,2018-08-08,ATLANTICO,N/A,0
3255224,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-03-21,ANTIOQUIA,acostadito,1
3248264,NO DEFINIDA,N/A,COLOMBIA,2018-02-25,,36 o mayor,1
3414003,BUCARAMANGA,SANTANDER,COLOMBIA,2018-04-16,SANTANDERES,explorador,1
3262033,FLORIDA,VALLE DEL CAUCA,COLOMBIA,2017-02-24,PACIFICO,36 o mayor,1
3265354,QUIMBAYA,QUINDIO,COLOMBIA,2017-05-29,EJE CAFETERO,aventurero,1
3248178,CHIPAQUE,CUNDINAMARCA,COLOMBIA,2019-10-18,CUNDI-BOY,N/A,0
3398538,POPAYAN,CAUCA,COLOMBIA,2017-07-13,PACIFICO,aventurero,1
3395658,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-30,CUNDI-BOY,explorador,1
3147076,LA CEJA,ANTIOQUIA,COLOMBIA,2018-11-27,ANTIOQUIA,explorador,1
3395119,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-27,CUNDI-BOY,explorador,1
3462039,SAN GIL,SANTANDER,COLOMBIA,2018-01-03,SANTANDERES,aventurero,1
3332159,VILLANUEVA,BOLIVAR,COLOMBIA,2017-04-15,ATLANTICO,aventurero,1
3331120,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-05-08,ATLANTICO,aventurero,1
3652421,FLORIDA,VALLE DEL CAUCA,COLOMBIA,2017-06-14,PACIFICO,aventurero,1
3482144,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-05-01,CUNDI-BOY,explorador,1
3522508,IBAGUE,TOLIMA,COLOMBIA,2018-03-09,CENTRO,aventurero,1
3404190,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-08-29,ATLANTICO,explorador,1
3486377,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-04-25,CUNDI-BOY,explorador,1
3470391,GIRON,SANTANDER,COLOMBIA,2019-03-15,SANTANDERES,explorador,1
3486498,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-06-14,CUNDI-BOY,explorador,1
3430326,APARTADO,ANTIOQUIA,COLOMBIA,2017-05-08,ANTIOQUIA,N/A,0
3498170,PASTO,NARI?O,COLOMBIA,2018-06-30,PACIFICO,explorador,1
3470970,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2019-06-25,ATLANTICO,aventurero,1
3484384,NO DEFINIDA,N/A,COLOMBIA,2019-05-24,,embarazada,1
3464971,FREDONIA,ANTIOQUIA,COLOMBIA,2017-02-08,ANTIOQUIA,aventurero,1
3466412,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-12-13,CUNDI-BOY,aventurero,1
3507707,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-01-10,ANTIOQUIA,N/A,0
3407675,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-05-09,ATLANTICO,aventurero,1
3506287,CALI,VALLE DEL CAUCA,COLOMBIA,2017-03-04,PACIFICO,aventurero,1
3542351,CALI,VALLE DEL CAUCA,COLOMBIA,2018-04-11,PACIFICO,explorador,1
3495114,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-04,ANTIOQUIA,N/A,0
3285966,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-04,CUNDI-BOY,36 o mayor,1
3455726,LA ESTRELLA,ANTIOQUIA,COLOMBIA,2019-08-17,ANTIOQUIA,N/A,0
3509087,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-05-15,ATLANTICO,36 o mayor,1
3472968,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-01,ANTIOQUIA,N/A,0
3313360,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-03-19,PACIFICO,N/A,0
3329163,YARUMAL,ANTIOQUIA,COLOMBIA,2018-06-05,ANTIOQUIA,aventurero,1
3532596,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-12,ANTIOQUIA,explorador,1
3472983,BUCARAMANGA,SANTANDER,COLOMBIA,2017-07-28,SANTANDERES,aventurero,1
3465063,NO DEFINIDA,N/A,COLOMBIA,2017-05-22,,N/A,0
3543998,VALLEDUPAR,CESAR,COLOMBIA,2017-02-15,ATLANTICO,aventurero,1
3552423,NO DEFINIDA,N/A,COLOMBIA,2017-05-31,,aventurero,1
3470040,NO DEFINIDA,N/A,COLOMBIA,2017-09-13,,aventurero,1
3546586,IBAGUE,TOLIMA,COLOMBIA,2017-02-03,CENTRO,36 o mayor,1
3560042,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-12,CUNDI-BOY,aventurero,1
3469710,CALI,VALLE DEL CAUCA,COLOMBIA,2017-06-28,PACIFICO,aventurero,1
3548668,VILLAVICENCIO,META,COLOMBIA,2018-04-27,LLANOS,aventurero,1
3535428,ZIPAQUIRA,CUNDINAMARCA,COLOMBIA,2018-01-20,CUNDI-BOY,N/A,0
3592925,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-03,ANTIOQUIA,aventurero,1
3474500,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-08-12,ANTIOQUIA,aventurero,1
3570899,CALI,VALLE DEL CAUCA,COLOMBIA,2018-07-18,PACIFICO,aventurero,1
3533871,NO DEFINIDA,N/A,COLOMBIA,2017-09-28,,aventurero,1
3550383,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-23,ANTIOQUIA,explorador,1
3559951,PEREIRA,RISARALDA,COLOMBIA,2019-08-02,EJE CAFETERO,embarazada,1
3537819,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-08-15,ANTIOQUIA,acostadito,1
3543481,TAME,ARAUCA,COLOMBIA,2018-07-25,LLANOS,explorador,1
3579290,NO DEFINIDA,N/A,COLOMBIA,2017-05-01,,N/A,0
3572921,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-16,CUNDI-BOY,36 o mayor,1
3552363,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-02-18,CUNDI-BOY,aventurero,1
3579814,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-21,ANTIOQUIA,aventurero,1
3537235,PEREIRA,RISARALDA,COLOMBIA,2017-05-11,EJE CAFETERO,aventurero,1
3533967,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-07-31,ANTIOQUIA,aventurero,1
3415650,SINCELEJO,SUCRE,COLOMBIA,2017-11-11,ATLANTICO,aventurero,1
3632891,YOPAL,CASANARE,COLOMBIA,2018-12-06,LLANOS,explorador,1
3582092,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-02-10,CUNDI-BOY,explorador,1
3586653,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-02-02,CUNDI-BOY,36 o mayor,1
3612053,BELLO,ANTIOQUIA,COLOMBIA,2018-09-04,ANTIOQUIA,explorador,1
3582534,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-08-24,ATLANTICO,aventurero,1
3616415,GUARNE,ANTIOQUIA,COLOMBIA,2017-12-29,ANTIOQUIA,aventurero,1
3636450,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-10-13,CUNDI-BOY,explorador,1
3615399,EL TAMBO,CAUCA,COLOMBIA,2018-05-15,PACIFICO,aventurero,1
3605846,CALI,VALLE DEL CAUCA,COLOMBIA,2017-02-17,PACIFICO,36 o mayor,1
3608313,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-13,CUNDI-BOY,aventurero,1
3588343,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-04,ANTIOQUIA,aventurero,1
3618025,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-07-21,CUNDI-BOY,explorador,1
3609269,CALI,VALLE DEL CAUCA,COLOMBIA,2017-03-24,PACIFICO,N/A,0
3636592,IBAGUE,TOLIMA,COLOMBIA,2017-05-28,CENTRO,36 o mayor,1
3680609,PITALITO,HUILA,COLOMBIA,2018-04-26,CENTRO,aventurero,1
3645331,DOSQUEBRADAS,RISARALDA,COLOMBIA,2017-11-04,EJE CAFETERO,aventurero,1
3685932,ITAGUI,ANTIOQUIA,COLOMBIA,2018-05-15,ANTIOQUIA,aventurero,1
3653693,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-07-11,CUNDI-BOY,explorador,1
3686212,DUITAMA,BOYACA,COLOMBIA,2019-05-01,CUNDI-BOY,explorador,1
3638963,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-18,CUNDI-BOY,aventurero,1
3584363,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-10-26,ATLANTICO,N/A,0
3615804,TUNJA,BOYACA,COLOMBIA,2018-07-30,CUNDI-BOY,explorador,1
3581604,CALI,VALLE DEL CAUCA,COLOMBIA,2018-03-04,PACIFICO,aventurero,1
3530646,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-23,CUNDI-BOY,aventurero,1
3613647,CARTAGO,VALLE DEL CAUCA,COLOMBIA,2017-05-08,PACIFICO,aventurero,1
3658418,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-04-14,CUNDI-BOY,N/A,0
3720380,SANTA MARTA,MAGDALENA,COLOMBIA,2018-05-03,ATLANTICO,aventurero,1
3559140,MADRID,CUNDINAMARCA,COLOMBIA,2019-06-05,CUNDI-BOY,explorador,1
3656140,POPAYAN,CAUCA,COLOMBIA,2018-06-26,PACIFICO,explorador,1
3635641,TUQUERRES,NARI?O,COLOMBIA,2019-10-02,PACIFICO,recien nacido,1
3657821,BELLO,ANTIOQUIA,COLOMBIA,2018-02-25,ANTIOQUIA,aventurero,1
3528891,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-13,ANTIOQUIA,36 o mayor,1
3588371,NO DEFINIDA,N/A,COLOMBIA,2017-07-02,,aventurero,1
3682575,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-31,CUNDI-BOY,explorador,1
3657338,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-02-21,ANTIOQUIA,recien nacido,1
3676929,CALI,VALLE DEL CAUCA,COLOMBIA,2017-02-27,PACIFICO,aventurero,1
3713890,TULUA,VALLE DEL CAUCA,COLOMBIA,2017-04-05,PACIFICO,N/A,0
3657955,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-06-28,ANTIOQUIA,N/A,0
3681799,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-06-21,ATLANTICO,aventurero,1
3684322,PUERTO ASIS,PUTUMAYO,COLOMBIA,2019-07-16,PACIFICO,recien nacido,1
3690682,RISARALDA,RISARALDA,COLOMBIA,2017-12-20,EJE CAFETERO,N/A,0
3630325,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-02-03,ANTIOQUIA,N/A,0
3644324,CALDAS,ANTIOQUIA,COLOMBIA,2019-08-16,ANTIOQUIA,N/A,0
3636556,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-05-03,ATLANTICO,aventurero,1
3644745,ZARZAL,VALLE DEL CAUCA,COLOMBIA,2018-08-15,PACIFICO,aventurero,1
3648706,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-08-15,ATLANTICO,explorador,1
3649640,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-07,CUNDI-BOY,aventurero,1
3622749,EL CARMELO,VALLE DEL CAUCA,COLOMBIA,2018-05-10,PACIFICO,aventurero,1
3659201,NEIVA,HUILA,COLOMBIA,2017-04-28,CENTRO,aventurero,1
3656361,PIEDECUESTA,SANTANDER,COLOMBIA,2017-03-29,SANTANDERES,aventurero,1
3648272,SOLEDAD,ATLANTICO,COLOMBIA,2017-08-22,ATLANTICO,aventurero,1
3731298,MONTERIA,CORDOBA,COLOMBIA,2018-01-09,ATLANTICO,aventurero,1
3671861,SOACHA,CUNDINAMARCA,COLOMBIA,2018-10-19,CUNDI-BOY,N/A,0
3731694,GRANADA,META,COLOMBIA,2017-09-08,LLANOS,aventurero,1
3693785,BUCARAMANGA,SANTANDER,COLOMBIA,2019-02-19,SANTANDERES,aventurero,1
3669376,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-05,CUNDI-BOY,N/A,0
3705026,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-12-08,ANTIOQUIA,N/A,0
3744107,VALLEDUPAR,CESAR,COLOMBIA,2018-08-11,ATLANTICO,explorador,1
3623007,NO DEFINIDA,N/A,COLOMBIA,2018-12-08,,N/A,0
3623808,NO DEFINIDA,N/A,COLOMBIA,2017-02-28,,36 o mayor,1
3858500,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-21,CUNDI-BOY,N/A,0
3603500,ACACIAS,META,COLOMBIA,2018-05-20,LLANOS,aventurero,1
3525824,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-08-20,ANTIOQUIA,N/A,0
3598387,SANTA MARTA,MAGDALENA,COLOMBIA,2017-10-03,ATLANTICO,36 o mayor,1
3710266,VILLAVICENCIO,META,COLOMBIA,2017-11-29,LLANOS,N/A,0
3706667,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-25,CUNDI-BOY,explorador,1
3716967,CALI,VALLE DEL CAUCA,COLOMBIA,2019-04-06,PACIFICO,acostadito,1
3750222,SINCELEJO,SUCRE,COLOMBIA,2017-03-19,ATLANTICO,36 o mayor,1
3737648,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-17,CUNDI-BOY,aventurero,1
3714361,POPAYAN,CAUCA,COLOMBIA,2017-11-23,PACIFICO,36 o mayor,1
3732920,SOLEDAD,ATLANTICO,COLOMBIA,2017-05-09,ATLANTICO,aventurero,1
3689241,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-27,ANTIOQUIA,aventurero,1
3767096,CALI,VALLE DEL CAUCA,COLOMBIA,2018-12-10,PACIFICO,acostadito,1
3693923,BELLO,ANTIOQUIA,COLOMBIA,2017-04-28,ANTIOQUIA,aventurero,1
3709474,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-07-20,CUNDI-BOY,36 o mayor,1
3674960,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-04-19,ATLANTICO,aventurero,1
3698710,SINCELEJO,SUCRE,COLOMBIA,2017-08-14,ATLANTICO,aventurero,1
3725624,AGUACHICA,CESAR,COLOMBIA,2017-01-31,ATLANTICO,N/A,0
3784145,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-07,ANTIOQUIA,aventurero,1
3751226,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-02-12,CUNDI-BOY,aventurero,1
3738859,IBAGUE,TOLIMA,COLOMBIA,2018-01-22,CENTRO,aventurero,1
3765428,VILLAVICENCIO,META,COLOMBIA,2017-04-24,LLANOS,aventurero,1
3764232,CAMPOALEGRE,HUILA,COLOMBIA,2018-05-18,CENTRO,36 o mayor,1
3636074,CALI,VALLE DEL CAUCA,COLOMBIA,2017-06-02,PACIFICO,aventurero,1
3634914,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-05-16,ANTIOQUIA,acostadito,1
3652305,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-04,CUNDI-BOY,aventurero,1
3761425,POPAYAN,CAUCA,COLOMBIA,2017-05-04,PACIFICO,36 o mayor,1
3680549,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-31,CUNDI-BOY,explorador,1
3795507,FLORIDABLANCA,SANTANDER,COLOMBIA,2017-06-05,SANTANDERES,36 o mayor,1
3650511,SANTA MARTA,MAGDALENA,COLOMBIA,2017-02-03,ATLANTICO,N/A,0
3723309,IBAGUE,TOLIMA,COLOMBIA,2019-01-28,CENTRO,explorador,1
3730768,RIVERA,HUILA,COLOMBIA,2018-06-03,CENTRO,explorador,1
3770145,VILLAVICENCIO,META,COLOMBIA,2017-03-02,LLANOS,36 o mayor,1
3848864,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-09-14,ANTIOQUIA,36 o mayor,1
3841987,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-10-23,ANTIOQUIA,aventurero,1
4005774,PURISIMA DE LA CONCEPCION,CORDOBA,COLOMBIA,2017-08-26,ATLANTICO,aventurero,1
3801408,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-01,CUNDI-BOY,explorador,1
3812608,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-06,CUNDI-BOY,N/A,0
3845529,CALI,VALLE DEL CAUCA,COLOMBIA,2017-11-14,PACIFICO,aventurero,1
3793397,SOLEDAD,ATLANTICO,COLOMBIA,2017-04-07,ATLANTICO,aventurero,1
3759998,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-28,CUNDI-BOY,aventurero,1
3865930,FLORIDA- BUCARAMANGA,SANTANDER,COLOMBIA,2017-03-28,SANTANDERES,N/A,0
3853131,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-20,ANTIOQUIA,aventurero,1
3744440,ARMENIA,QUINDIO,COLOMBIA,2017-04-03,EJE CAFETERO,aventurero,1
3749564,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-12,CUNDI-BOY,explorador,1
3876587,CALI,VALLE DEL CAUCA,COLOMBIA,2017-06-17,PACIFICO,aventurero,1
3805315,RETIRO,ANTIOQUIA,COLOMBIA,2018-04-02,ANTIOQUIA,aventurero,1
3840696,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-12-25,ANTIOQUIA,aventurero,1
3815787,CALI,VALLE DEL CAUCA,COLOMBIA,2018-11-04,PACIFICO,aventurero,1
3778507,PASTO,NARI?O,COLOMBIA,2017-10-23,PACIFICO,aventurero,1
3850576,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-05-13,CUNDI-BOY,N/A,0
3808057,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-20,ANTIOQUIA,acostadito,1
3807269,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-26,CUNDI-BOY,aventurero,1
3850789,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-16,CUNDI-BOY,explorador,1
3928393,CURITI,SANTANDER,COLOMBIA,2017-07-12,SANTANDERES,aventurero,1
3700076,COPACABANA,ANTIOQUIA,COLOMBIA,2017-08-22,ANTIOQUIA,aventurero,1
3802435,CALI,VALLE DEL CAUCA,COLOMBIA,2017-09-25,PACIFICO,N/A,0
3678757,ZIPAQUIRA,CUNDINAMARCA,COLOMBIA,2018-08-25,CUNDI-BOY,explorador,1
3731917,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-11-30,ATLANTICO,N/A,0
3706388,TULUA,VALLE DEL CAUCA,COLOMBIA,2019-05-08,PACIFICO,recien nacido,1
3800908,RICAURTE,CUNDINAMARCA,COLOMBIA,2018-07-05,CUNDI-BOY,aventurero,1
3733470,LINARES,NARI?O,COLOMBIA,2018-08-10,PACIFICO,explorador,1
3872857,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-03-05,ANTIOQUIA,recien nacido,1
3922461,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-22,CUNDI-BOY,aventurero,1
3908022,MONTERIA,CORDOBA,COLOMBIA,2017-12-26,ATLANTICO,explorador,1
3894745,BELLO,ANTIOQUIA,COLOMBIA,2017-05-19,ANTIOQUIA,aventurero,1
3900890,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-04-20,ANTIOQUIA,recien nacido,1
3870346,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-10,ANTIOQUIA,aventurero,1
3870839,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-15,CUNDI-BOY,aventurero,1
3820898,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-02-17,ANTIOQUIA,explorador,1
3828938,BUCARAMANGA,SANTANDER,COLOMBIA,2017-08-14,SANTANDERES,aventurero,1
3772726,TURBO,ANTIOQUIA,COLOMBIA,2017-10-19,ANTIOQUIA,aventurero,1
3851728,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-09-22,CUNDI-BOY,aventurero,1
3896140,ENVIGADO,ANTIOQUIA,COLOMBIA,2017-01-08,ANTIOQUIA,aventurero,1
3871051,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-09-18,ATLANTICO,aventurero,1
3921902,VALLEDUPAR,CESAR,COLOMBIA,2019-02-10,ATLANTICO,explorador,1
3862623,FRESNO,TOLIMA,COLOMBIA,2017-08-28,CENTRO,aventurero,1
3900832,MADRID,CUNDINAMARCA,COLOMBIA,2018-02-06,CUNDI-BOY,N/A,0
3744276,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-07-20,ANTIOQUIA,explorador,1
3899912,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-14,CUNDI-BOY,aventurero,1
3743638,POPAYAN,CAUCA,COLOMBIA,2018-02-16,PACIFICO,aventurero,1
3792760,CAUCASIA,ANTIOQUIA,COLOMBIA,2017-03-10,ANTIOQUIA,aventurero,1
3890516,BELLO,ANTIOQUIA,COLOMBIA,2018-04-03,ANTIOQUIA,aventurero,1
3834077,PEREIRA,RISARALDA,COLOMBIA,2017-05-05,EJE CAFETERO,36 o mayor,1
3783523,FLORIDABLANCA,SANTANDER,COLOMBIA,2018-05-29,SANTANDERES,36 o mayor,1
3766803,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-01,ANTIOQUIA,aventurero,1
4089089,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-02-22,CUNDI-BOY,36 o mayor,1
4096987,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-07-18,ANTIOQUIA,aventurero,1
3879377,FACATATIVA,CUNDINAMARCA,COLOMBIA,2017-05-31,CUNDI-BOY,aventurero,1
4164730,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2018-06-06,PACIFICO,aventurero,1
3921959,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-09-04,CUNDI-BOY,N/A,0
3878135,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-08,ANTIOQUIA,N/A,0
4040895,CALI,VALLE DEL CAUCA,COLOMBIA,2018-12-20,PACIFICO,N/A,0
3900685,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-12-15,CUNDI-BOY,explorador,1
4087417,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,2018-06-29,PACIFICO,explorador,1
3874938,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-10,CUNDI-BOY,aventurero,1
4079665,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-22,CUNDI-BOY,aventurero,1
3877233,APARTADO,ANTIOQUIA,COLOMBIA,2018-06-13,ANTIOQUIA,aventurero,1
4074476,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-01-13,ATLANTICO,aventurero,1
4149416,BELLO,ANTIOQUIA,COLOMBIA,2018-07-04,ANTIOQUIA,explorador,1
3884637,YOPAL,CASANARE,COLOMBIA,2018-04-21,LLANOS,explorador,1
3876999,IBAGUE,TOLIMA,COLOMBIA,2019-02-28,CENTRO,explorador,1
3879398,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-06-08,ANTIOQUIA,aventurero,1
3816004,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-11-07,ANTIOQUIA,aventurero,1
3944354,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-07-27,CUNDI-BOY,explorador,1
3849485,VILLAVICENCIO,META,COLOMBIA,2019-02-24,LLANOS,36 o mayor,1
3883366,CALI,VALLE DEL CAUCA,COLOMBIA,2019-08-21,PACIFICO,embarazada,1
3861245,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-07-31,ANTIOQUIA,aventurero,1
3793127,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,2018-06-10,ATLANTICO,aventurero,1
3865551,FUNZA,CUNDINAMARCA,COLOMBIA,2018-07-30,CUNDI-BOY,aventurero,1
3848600,YARUMAL,ANTIOQUIA,COLOMBIA,2018-02-02,ANTIOQUIA,aventurero,1
3845000,SINCELEJO,SUCRE,COLOMBIA,2018-11-26,ATLANTICO,explorador,1
3881872,TURBACO,BOLIVAR,COLOMBIA,2017-02-02,ATLANTICO,aventurero,1
4079734,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-09,CUNDI-BOY,36 o mayor,1
4138271,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-05-16,ATLANTICO,aventurero,1
4005577,BUGA,VALLE DEL CAUCA,COLOMBIA,2018-02-07,PACIFICO,aventurero,1
4134271,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-01-23,CUNDI-BOY,acostadito,1
4003544,ABRIAQUI-ANTIOQUIA,ANTIOQUIA,COLOMBIA,2019-05-27,ANTIOQUIA,aventurero,1
4176540,NEIVA,HUILA,COLOMBIA,2017-03-22,CENTRO,aventurero,1
4066534,IBAGUE,TOLIMA,COLOMBIA,2017-01-04,CENTRO,aventurero,1
4298335,SINCELEJO,SUCRE,COLOMBIA,2019-06-27,ATLANTICO,acostadito,1
4072845,TURBACO,BOLIVAR,COLOMBIA,2017-06-28,ATLANTICO,aventurero,1
4008978,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,COLOMBIA,2018-05-23,CUNDI-BOY,N/A,0
4176779,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-07-05,CUNDI-BOY,36 o mayor,1
4147168,CALI,VALLE DEL CAUCA,COLOMBIA,2017-06-28,PACIFICO,aventurero,1
4185570,CALI,VALLE DEL CAUCA,COLOMBIA,2017-04-24,PACIFICO,36 o mayor,1
4042692,ITAGUI,ANTIOQUIA,COLOMBIA,2017-10-30,ANTIOQUIA,aventurero,1
4174804,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-16,ANTIOQUIA,N/A,0
4196715,LA CALERA,CUNDINAMARCA,COLOMBIA,2017-12-16,CUNDI-BOY,N/A,0
4197425,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-04-16,CUNDI-BOY,N/A,0
4282644,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-14,ANTIOQUIA,aventurero,1
4076115,BUCARAMANGA,SANTANDER,COLOMBIA,2017-09-16,SANTANDERES,aventurero,1
4130666,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-11,ANTIOQUIA,36 o mayor,1
4211836,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-03-24,PACIFICO,aventurero,1
