ID,CIUDAD,DEPARTAMENTO,PAIS,FECHA_PRIMER_CONTACTO,DISTRITO,ETAPA_BEBE,HIJOS
4221,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-08-30,ANTIOQUIA,N/A,0
462427,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-03-30,ATLANTICO,aventurero,1
385869,RIONEGRO,ANTIOQUIA,COLOMBIA,2017-11-25,ANTIOQUIA,aventurero,1
696922,SINCELEJO,SUCRE,COLOMBIA,2017-06-27,ATLANTICO,aventurero,1
702683,TUQUERRES,NARI?O,COLOMBIA,2018-06-21,PACIFICO,aventurero,1
298010,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-08-17,ANTIOQUIA,N/A,0
171853,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-10,ANTIOQUIA,aventurero,1
263333,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-17,ANTIOQUIA,36 o mayor,1
307330,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-11,ANTIOQUIA,explorador,1
418171,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-17,ANTIOQUIA,aventurero,1
465973,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-03-05,CUNDI-BOY,acostadito,1
44254,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-16,ANTIOQUIA,36 o mayor,1
261375,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-15,CUNDI-BOY,explorador,1
132254,BELLO,ANTIOQUIA,COLOMBIA,2018-04-02,ANTIOQUIA,36 o mayor,1
162770,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-07-10,ANTIOQUIA,N/A,0
53735,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-02-24,CUNDI-BOY,36 o mayor,1
354133,IBAGUE,TOLIMA,COLOMBIA,2017-04-26,CENTRO,N/A,0
234097,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-03-04,ATLANTICO,N/A,0
304898,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-11,CUNDI-BOY,aventurero,1
387018,GIRON,SANTANDER,COLOMBIA,2017-02-28,SANTANDERES,N/A,0
50778,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-21,ANTIOQUIA,aventurero,1
444258,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-23,CUNDI-BOY,N/A,0
70698,SAN ANDRES,SAN ANDRES ISLAS,COLOMBIA,2017-11-10,ATLANTICO,N/A,0
414857,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-09,ANTIOQUIA,aventurero,1
396021,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-03-14,ANTIOQUIA,36 o mayor,1
448181,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-05,CUNDI-BOY,N/A,0
468739,PEREIRA,RISARALDA,COLOMBIA,2017-12-14,EJE CAFETERO,N/A,0
304023,BUGA,VALLE DEL CAUCA,COLOMBIA,2018-03-05,PACIFICO,aventurero,1
177144,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-18,CUNDI-BOY,N/A,0
79185,ITAGUI,ANTIOQUIA,COLOMBIA,2018-01-23,ANTIOQUIA,36 o mayor,1
503262,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-17,ANTIOQUIA,acostadito,1
514462,CALI,VALLE DEL CAUCA,COLOMBIA,2017-09-18,PACIFICO,36 o mayor,1
207516,ITAGUI,ANTIOQUIA,COLOMBIA,2018-02-25,ANTIOQUIA,N/A,0
436107,MANIZALES,CALDAS,COLOMBIA,2018-11-29,EJE CAFETERO,N/A,0
483906,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-04-09,CUNDI-BOY,explorador,1
81986,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-02,ANTIOQUIA,aventurero,1
385267,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-09-01,ANTIOQUIA,N/A,0
212949,ITAGUI,ANTIOQUIA,COLOMBIA,2017-01-31,ANTIOQUIA,explorador,1
312909,LA ESTRELLA,ANTIOQUIA,COLOMBIA,2017-06-15,ANTIOQUIA,N/A,0
20202,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-17,ANTIOQUIA,N/A,0
816960,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-08,CUNDI-BOY,recien nacido,1
766492,NO DEFINIDA,N/A,COLOMBIA,2017-04-18,,aventurero,1
273231,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-03-19,CUNDI-BOY,aventurero,1
435271,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-04-10,PACIFICO,aventurero,1
303832,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-03-07,ANTIOQUIA,aventurero,1
420991,EL SANTUARIO,ANTIOQUIA,COLOMBIA,2018-02-02,ANTIOQUIA,aventurero,1
773570,NO DEFINIDA,N/A,COLOMBIA,2017-04-25,,N/A,0
141551,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-01-28,CUNDI-BOY,N/A,0
390713,VALLEDUPAR,CESAR,COLOMBIA,2018-05-04,ATLANTICO,explorador,1
503193,CALI,VALLE DEL CAUCA,COLOMBIA,2017-03-30,PACIFICO,36 o mayor,1
4395,CALI,VALLE DEL CAUCA,COLOMBIA,2018-05-06,PACIFICO,explorador,1
135075,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-10,ANTIOQUIA,aventurero,1
475398,CALDAS,ANTIOQUIA,COLOMBIA,2018-02-28,ANTIOQUIA,aventurero,1
370036,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-09-23,ANTIOQUIA,explorador,1
211597,LA CEJA,ANTIOQUIA,COLOMBIA,2017-12-12,ANTIOQUIA,aventurero,1
380798,POPAYAN,CAUCA,COLOMBIA,2018-05-16,PACIFICO,aventurero,1
336518,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-27,ANTIOQUIA,aventurero,1
512277,CALI,VALLE DEL CAUCA,COLOMBIA,2018-09-06,PACIFICO,explorador,1
76957,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-09,ANTIOQUIA,aventurero,1
1402,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-23,CUNDI-BOY,aventurero,1
768214,NO DEFINIDA,N/A,COLOMBIA,2018-07-23,,N/A,0
208400,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-19,ANTIOQUIA,aventurero,1
486081,LA ESTRELLA,ANTIOQUIA,COLOMBIA,2017-01-31,ANTIOQUIA,N/A,0
429080,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-11,ANTIOQUIA,aventurero,1
273323,SOACHA,CUNDINAMARCA,COLOMBIA,2017-04-17,CUNDI-BOY,aventurero,1
335122,BUCARAMANGA,SANTANDER,COLOMBIA,2017-10-03,SANTANDERES,aventurero,1
433604,MAGANGUE,BOLIVAR,COLOMBIA,2018-03-09,ATLANTICO,aventurero,1
466763,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-16,CUNDI-BOY,aventurero,1
699784,SOGAMOSO,BOYACA,COLOMBIA,2018-06-29,CUNDI-BOY,explorador,1
474006,ENVIGADO,ANTIOQUIA,COLOMBIA,2018-03-25,ANTIOQUIA,aventurero,1
566907,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-23,ATLANTICO,aventurero,1
259087,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-12-19,ATLANTICO,aventurero,1
481767,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-24,ANTIOQUIA,N/A,0
782227,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-06-12,ANTIOQUIA,N/A,0
814545,OCA?A,NORTE DE SANTANDER,COLOMBIA,2018-06-16,SANTANDERES,explorador,1
186447,SAN VICENTE FERRER,ANTIOQUIA,COLOMBIA,2017-09-06,ANTIOQUIA,aventurero,1
723339,POPAYAN,CAUCA,COLOMBIA,2017-10-13,PACIFICO,aventurero,1
343488,SABANETA,ANTIOQUIA,COLOMBIA,2018-01-11,ANTIOQUIA,explorador,1
452279,POPAYAN,CAUCA,COLOMBIA,2019-01-14,PACIFICO,explorador,1
389328,MONTERIA,CORDOBA,COLOMBIA,2017-05-24,ATLANTICO,N/A,0
605112,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-14,CUNDI-BOY,aventurero,1
613491,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-04-07,CUNDI-BOY,explorador,1
815909,NO DEFINIDA,N/A,COLOMBIA,2017-03-24,,aventurero,1
695796,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-02-19,ATLANTICO,aventurero,1
629490,MANIZALES,CALDAS,COLOMBIA,2017-02-03,EJE CAFETERO,aventurero,1
760810,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-07-04,ANTIOQUIA,36 o mayor,1
497211,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-21,ANTIOQUIA,explorador,1
562572,SOGAMOSO,BOYACA,COLOMBIA,2018-08-13,CUNDI-BOY,explorador,1
761331,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-29,ANTIOQUIA,N/A,0
584132,MANIZALES,CALDAS,COLOMBIA,2017-05-13,EJE CAFETERO,36 o mayor,1
706973,SUBA,CUNDINAMARCA,COLOMBIA,2018-05-02,CUNDI-BOY,aventurero,1
696733,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-03,CUNDI-BOY,aventurero,1
684894,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-05-04,ATLANTICO,aventurero,1
578295,IBAGUE,TOLIMA,COLOMBIA,2017-10-22,CENTRO,aventurero,1
628336,BUCARAMANGA,SANTANDER,COLOMBIA,2017-01-10,SANTANDERES,36 o mayor,1
633978,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2019-03-20,ATLANTICO,explorador,1
850177,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-09-14,ANTIOQUIA,explorador,1
786458,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,2018-05-02,PACIFICO,N/A,0
660501,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-23,CUNDI-BOY,aventurero,1
806380,SOLEDAD,ATLANTICO,COLOMBIA,2017-01-05,ATLANTICO,aventurero,1
616303,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-08-19,CUNDI-BOY,N/A,0
603663,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-01-20,ATLANTICO,36 o mayor,1
764061,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-26,CUNDI-BOY,N/A,0
671785,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-04-02,CUNDI-BOY,aventurero,1
663905,MANIZALES,CALDAS,COLOMBIA,2017-01-30,EJE CAFETERO,aventurero,1
531704,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-31,CUNDI-BOY,aventurero,1
646016,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-09-24,CUNDI-BOY,aventurero,1
763727,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-07-19,ATLANTICO,aventurero,1
621149,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-25,CUNDI-BOY,N/A,0
608149,MANIZALES,CALDAS,COLOMBIA,2017-01-03,EJE CAFETERO,aventurero,1
530148,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-11,CUNDI-BOY,36 o mayor,1
773747,BUCARAMANGA,SANTANDER,COLOMBIA,2017-03-08,SANTANDERES,aventurero,1
621907,PASTO,NARI?O,COLOMBIA,2017-09-14,PACIFICO,aventurero,1
834907,CAUCASIA,ANTIOQUIA,COLOMBIA,2018-03-07,ANTIOQUIA,aventurero,1
716269,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-05-17,ATLANTICO,36 o mayor,1
1177739,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-12-21,CUNDI-BOY,acostadito,1
1101696,YARUMAL,ANTIOQUIA,COLOMBIA,2018-05-24,ANTIOQUIA,aventurero,1
627911,ENVIGADO,ANTIOQUIA,COLOMBIA,2018-06-09,ANTIOQUIA,explorador,1
720829,ARMENIA,QUINDIO,COLOMBIA,2017-01-31,EJE CAFETERO,aventurero,1
662511,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-18,ANTIOQUIA,explorador,1
598111,ARMENIA,QUINDIO,COLOMBIA,2017-11-10,EJE CAFETERO,aventurero,1
736671,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-07,ANTIOQUIA,aventurero,1
815993,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-01-31,ATLANTICO,N/A,0
565197,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-04,CUNDI-BOY,36 o mayor,1
717116,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-06-11,ANTIOQUIA,aventurero,1
532869,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-12-22,CUNDI-BOY,explorador,1
779075,PIEDECUESTA,SANTANDER,COLOMBIA,2018-08-03,SANTANDERES,explorador,1
1034377,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-27,ANTIOQUIA,aventurero,1
650320,YOPAL,CASANARE,COLOMBIA,2018-09-18,LLANOS,explorador,1
656518,BUCARAMANGA,SANTANDER,COLOMBIA,2017-04-19,SANTANDERES,N/A,0
718238,FLORIDABLANCA,SANTANDER,COLOMBIA,2018-02-15,SANTANDERES,aventurero,1
540719,MANIZALES,CALDAS,COLOMBIA,2017-05-22,EJE CAFETERO,36 o mayor,1
689081,BUCARAMANGA,SANTANDER,COLOMBIA,2017-10-12,SANTANDERES,aventurero,1
776960,TUQUERRES,NARI?O,COLOMBIA,2018-01-25,PACIFICO,aventurero,1
812681,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-10-17,ANTIOQUIA,N/A,0
776753,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-10-11,ANTIOQUIA,N/A,0
662766,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-06-09,CUNDI-BOY,explorador,1
657124,ENGATIVA,CUNDINAMARCA,COLOMBIA,2017-10-30,CUNDI-BOY,aventurero,1
642644,SOACHA,CUNDINAMARCA,COLOMBIA,2017-03-29,CUNDI-BOY,aventurero,1
766807,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-09-18,ANTIOQUIA,N/A,0
599845,SINCELEJO,SUCRE,COLOMBIA,2017-11-15,ATLANTICO,36 o mayor,1
951628,BUCARAMANGA,SANTANDER,COLOMBIA,2017-10-15,SANTANDERES,36 o mayor,1
845589,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-10-04,CUNDI-BOY,aventurero,1
760727,VILLAVICENCIO,META,COLOMBIA,2017-07-01,LLANOS,aventurero,1
608087,MANIZALES,CALDAS,COLOMBIA,2017-03-09,EJE CAFETERO,aventurero,1
847009,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-30,CUNDI-BOY,N/A,0
613248,SOLEDAD,ATLANTICO,COLOMBIA,2018-01-04,ATLANTICO,aventurero,1
982010,MANIZALES,CALDAS,COLOMBIA,2019-02-12,EJE CAFETERO,N/A,0
1039930,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-08-31,ATLANTICO,36 o mayor,1
914154,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-02,CUNDI-BOY,36 o mayor,1
1015930,CAFE-ANTIOQUIA,ANTIOQUIA,COLOMBIA,2017-04-13,ANTIOQUIA,N/A,0
1039209,CUCUTA,NORTE DE SANTANDER,COLOMBIA,2017-09-28,SANTANDERES,aventurero,1
959969,ITAGUI,ANTIOQUIA,COLOMBIA,2018-03-09,ANTIOQUIA,explorador,1
967331,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-17,CUNDI-BOY,N/A,0
804311,NO DEFINIDA,N/A,COLOMBIA,2018-07-31,,36 o mayor,1
882134,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-09-04,ANTIOQUIA,N/A,0
862372,PASTO,NARI?O,COLOMBIA,2017-05-30,PACIFICO,aventurero,1
845493,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-19,CUNDI-BOY,aventurero,1
1008812,ITAGUI,ANTIOQUIA,COLOMBIA,2019-02-23,ANTIOQUIA,N/A,0
848896,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-25,CUNDI-BOY,explorador,1
1016095,SOLEDAD,ATLANTICO,COLOMBIA,2018-02-13,ATLANTICO,aventurero,1
871577,SONSON,ANTIOQUIA,COLOMBIA,2018-06-28,ANTIOQUIA,aventurero,1
1050814,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-17,CUNDI-BOY,N/A,0
839459,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-04-26,ANTIOQUIA,N/A,0
1015779,CALI,VALLE DEL CAUCA,COLOMBIA,2017-03-25,PACIFICO,N/A,0
954859,CAJICA,CUNDINAMARCA,COLOMBIA,2018-04-06,CUNDI-BOY,aventurero,1
848558,PEREIRA,RISARALDA,COLOMBIA,2019-05-30,EJE CAFETERO,acostadito,1
984897,TURBACO,BOLIVAR,COLOMBIA,2018-09-29,ATLANTICO,explorador,1
843800,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-24,CUNDI-BOY,aventurero,1
836863,BUCARAMANGA,SANTANDER,COLOMBIA,2018-12-14,SANTANDERES,36 o mayor,1
951781,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-04-03,CUNDI-BOY,aventurero,1
1051820,ENVIGADO,ANTIOQUIA,COLOMBIA,2017-03-30,ANTIOQUIA,aventurero,1
805243,NO DEFINIDA,N/A,COLOMBIA,2017-05-24,,N/A,0
913262,OTRA,N/A,COLOMBIA,2018-08-13,,explorador,1
835224,BELLO,ANTIOQUIA,COLOMBIA,2018-11-26,ANTIOQUIA,explorador,1
924401,NO DEFINIDA,N/A,COLOMBIA,2017-05-11,,aventurero,1
878064,MANIZALES,CALDAS,COLOMBIA,2017-12-21,EJE CAFETERO,aventurero,1
835626,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-07-24,ANTIOQUIA,acostadito,1
1034043,NO DEFINIDA,N/A,COLOMBIA,2017-02-01,,aventurero,1
886305,GIRARDOTA,ANTIOQUIA,COLOMBIA,2018-10-10,ANTIOQUIA,N/A,0
1005543,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-03-12,CUNDI-BOY,explorador,1
1080655,NO DEFINIDA,N/A,COLOMBIA,2017-11-11,,N/A,0
1009067,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-11,CUNDI-BOY,N/A,0
980587,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-07-02,CUNDI-BOY,explorador,1
996226,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-03-14,ANTIOQUIA,explorador,1
1089188,BUCARAMANGA,SANTANDER,COLOMBIA,2017-04-18,SANTANDERES,N/A,0
832629,ITAGUI,ANTIOQUIA,COLOMBIA,2018-07-11,ANTIOQUIA,36 o mayor,1
1013826,SANTA MARTA,MAGDALENA,COLOMBIA,2017-03-07,ATLANTICO,aventurero,1
952747,SANTIAGO DE TOLU,SUCRE,COLOMBIA,2017-02-28,ATLANTICO,36 o mayor,1
1014549,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-09-08,ATLANTICO,N/A,0
906590,PEREIRA,RISARALDA,COLOMBIA,2017-04-06,EJE CAFETERO,36 o mayor,1
1000302,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-12-30,ANTIOQUIA,aventurero,1
938740,FUNZA,CUNDINAMARCA,COLOMBIA,2017-04-09,CUNDI-BOY,N/A,0
1007592,NOBSA,BOYACA,COLOMBIA,2017-07-29,CUNDI-BOY,N/A,0
1038593,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-04,CUNDI-BOY,explorador,1
982554,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-02,CUNDI-BOY,aventurero,1
956754,YOPAL,CASANARE,COLOMBIA,2018-07-04,LLANOS,aventurero,1
1296212,NO DEFINIDA,N/A,COLOMBIA,2019-02-03,,N/A,0
1052393,ITAGUI,ANTIOQUIA,COLOMBIA,2017-03-28,ANTIOQUIA,N/A,0
1059754,SABANETA,ANTIOQUIA,COLOMBIA,2017-10-24,ANTIOQUIA,aventurero,1
1053432,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-07-05,ANTIOQUIA,aventurero,1
1311615,NO DEFINIDA,N/A,COLOMBIA,2017-07-26,,aventurero,1
1063587,BUCARAMANGA,SANTANDER,COLOMBIA,2018-03-05,SANTANDERES,aventurero,1
797235,RIONEGRO,ANTIOQUIA,COLOMBIA,2017-12-18,ANTIOQUIA,36 o mayor,1
851235,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-09-26,ANTIOQUIA,aventurero,1
1059199,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-10,CUNDI-BOY,aventurero,1
876077,LOS PATIOS,NORTE DE SANTANDER,COLOMBIA,2017-01-29,SANTANDERES,aventurero,1
960517,PROVIDENCIA,SAN ANDRES ISLAS,COLOMBIA,2018-04-03,ATLANTICO,explorador,1
1002238,ESPINAL,TOLIMA,COLOMBIA,2017-08-02,CENTRO,aventurero,1
890998,CALI,VALLE DEL CAUCA,COLOMBIA,2019-09-10,PACIFICO,N/A,0
867677,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-07-11,ANTIOQUIA,explorador,1
1326262,SINCELEJO,SUCRE,COLOMBIA,2019-04-12,ATLANTICO,N/A,0
1093321,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-07-08,CUNDI-BOY,explorador,1
861322,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-09,ANTIOQUIA,36 o mayor,1
1012474,ENVIGADO,ANTIOQUIA,COLOMBIA,2019-09-26,ANTIOQUIA,recien nacido,1
977768,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-13,CUNDI-BOY,36 o mayor,1
1507811,GARZON,HUILA,COLOMBIA,2017-04-04,CENTRO,36 o mayor,1
1593106,FUNZA,CUNDINAMARCA,COLOMBIA,2018-06-12,CUNDI-BOY,aventurero,1
847765,VILLAVICENCIO,META,COLOMBIA,2017-11-03,LLANOS,aventurero,1
1073924,MARINILLA,ANTIOQUIA,COLOMBIA,2018-04-04,ANTIOQUIA,aventurero,1
964643,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-17,CUNDI-BOY,N/A,0
1033844,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-09,CUNDI-BOY,aventurero,1
1063404,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-10-07,CUNDI-BOY,aventurero,1
934364,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-10-03,CUNDI-BOY,N/A,0
954365,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-01-05,ANTIOQUIA,explorador,1
952685,CALI,VALLE DEL CAUCA,COLOMBIA,2019-04-12,PACIFICO,explorador,1
1286865,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-03-03,ANTIOQUIA,aventurero,1
1078636,CALI,VALLE DEL CAUCA,COLOMBIA,2017-05-19,PACIFICO,aventurero,1
1038128,MARINILLA,ANTIOQUIA,COLOMBIA,2017-09-17,ANTIOQUIA,aventurero,1
931479,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-07-23,ANTIOQUIA,explorador,1
928319,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-04-10,ATLANTICO,N/A,0
1315332,ENVIGADO,ANTIOQUIA,COLOMBIA,2017-10-17,ANTIOQUIA,N/A,0
1165049,NO DEFINIDA,N/A,COLOMBIA,2019-08-26,,explorador,1
1389419,SOLEDAD,ATLANTICO,COLOMBIA,2018-11-29,ATLANTICO,N/A,0
1075411,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-09-01,CUNDI-BOY,36 o mayor,1
1178289,MONTERIA,CORDOBA,COLOMBIA,2018-03-04,ATLANTICO,explorador,1
1180329,CALI,VALLE DEL CAUCA,COLOMBIA,2018-07-13,PACIFICO,36 o mayor,1
1091889,LA TEBAIDA,QUINDIO,COLOMBIA,2017-04-04,EJE CAFETERO,aventurero,1
1152609,NO DEFINIDA,N/A,COLOMBIA,2017-04-28,,aventurero,1
1142651,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,2017-10-16,PACIFICO,36 o mayor,1
1244791,NO DEFINIDA,N/A,COLOMBIA,2017-11-12,,explorador,1
1157653,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-06-18,CUNDI-BOY,N/A,0
1088453,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-01-01,CUNDI-BOY,explorador,1
1244893,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-04,CUNDI-BOY,aventurero,1
1147572,BUCARAMANGA,SANTANDER,COLOMBIA,2017-06-05,SANTANDERES,N/A,0
1148732,IBAGUE,TOLIMA,COLOMBIA,2018-01-28,CENTRO,aventurero,1
1269758,NO DEFINIDA,N/A,COLOMBIA,2017-03-20,,N/A,0
1299696,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-03-19,CUNDI-BOY,N/A,0
1197975,IBAGUE,TOLIMA,COLOMBIA,2017-06-11,CENTRO,aventurero,1
1107656,BUCARAMANGA,SANTANDER,COLOMBIA,2018-08-03,SANTANDERES,aventurero,1
1128774,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-07-31,ATLANTICO,N/A,0
1117298,RIONEGRO,ANTIOQUIA,COLOMBIA,2017-08-26,ANTIOQUIA,aventurero,1
1205019,BARRANCABERMEJA,SANTANDER,COLOMBIA,2017-06-17,SANTANDERES,aventurero,1
1301299,SANTA MARTA,MAGDALENA,COLOMBIA,2017-03-21,ATLANTICO,N/A,0
1265578,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-16,ANTIOQUIA,aventurero,1
1192458,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-03-02,ANTIOQUIA,explorador,1
1233858,PEREIRA,RISARALDA,COLOMBIA,2017-11-10,EJE CAFETERO,aventurero,1
1255341,SAN ANTONIO DE PERERIA,RISARALDA,COLOMBIA,2017-07-18,EJE CAFETERO,aventurero,1
1137700,BUCARAMANGA,SANTANDER,COLOMBIA,2018-04-02,SANTANDERES,N/A,0
1142741,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-04-25,CUNDI-BOY,N/A,0
1127541,SOACHA,CUNDINAMARCA,COLOMBIA,2018-02-18,CUNDI-BOY,explorador,1
1190100,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-06-08,ANTIOQUIA,aventurero,1
1113064,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-24,ANTIOQUIA,N/A,0
1233783,RIONEGRO,ANTIOQUIA,COLOMBIA,2018-01-27,ANTIOQUIA,aventurero,1
1429563,SAMPUES,SUCRE,COLOMBIA,2018-07-04,ATLANTICO,explorador,1
1529008,CALI,VALLE DEL CAUCA,COLOMBIA,2018-07-20,PACIFICO,aventurero,1
1175703,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-29,ANTIOQUIA,36 o mayor,1
1252263,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-07-17,CUNDI-BOY,36 o mayor,1
1646172,POPAYAN,CAUCA,COLOMBIA,2017-09-14,PACIFICO,aventurero,1
